PersonId,PersonName,Gender
lu_jia_xin,路嘉欣,2
jiang_xin_yan,江欣燕,2
pan_yue_yun,潘越云,2
lin_jia_qi,林嘉绮,2
mei_xiao_hui,梅小惠,2
mo_ke_xin,莫可欣,2
zheng_xiu_wen,郑秀文,2
xu_hao_ying,徐濠莹,2
chen_jia_ling,陈加玲,2
chen_xin_jian,陈欣健,2
chen_xiu_zhu,陈秀珠,2
chen_ya_lun,陈雅伦,2
che_wan_wan,车婉婉,1
hong_xin,洪欣,2
huang_yun_ling,黄韵玲,2
wu_jia_xin,吴家欣,2
gong_xue_hua,宫雪花,2
guan_ju_ying,关菊英,2
yang_ya_zhu,杨雅筑,2
chen_jia_hua,陈嘉桦,2
zhen_zhen,甄珍,2
qi_mei_zhen,戚美珍,2
mai_jie_wen,麦洁文,2
chen_wen_yuan,陈文媛,1
zhong_li_qi,钟丽淇,2
chen_min_zhi,陈敏之,2
xiong_xin_xin,熊欣欣,2
gao_li_hong,高丽虹,2
yuan_jie_ying,袁洁莹,2
yang_jin_hua,杨谨华,2
wen_ming_na,温明娜,2
guan_bao_hui,关宝慧,2
weng_mei_ling,翁美玲,2
deng_li_jun,邓丽君,2
wang_wan_fei,王婉霏,1
huang_ji_ying,黄纪莹,2
li_hui_min,李蕙敏,2
xue_li,雪梨,2
miao_ke_xiu,苗可秀,2
hu_hui_zhong,胡慧中,2
zhong_chu_hong,钟楚红,2
chen_yu_lian,陈玉莲,2
wu_jia_li,吴家丽,2
yuan_li_qi,原丽淇,2
deng_li_xin,邓丽欣,2
qiu_shu_zhen,丘淑贞,1
wang_jing,王晶,2
huo_jian_hua,霍建华,2
wang_xiao_feng,王小凤,2
luo_jia_ying,罗家英,2
peng_jia_hui,彭佳慧,2
ren_da_hua,任达华,2
chen_shu_hua,陈淑桦,1
zheng_yu_ling,郑裕玲,2
mi_xue,米雪,2
meng_jia,蒙嘉,2
wu_qi_hua,吴启华,2
xu_hui_xin,许慧欣,2
tao_jing_ying,陶晶莹,2
wei_lan,卫兰,2
lin_yi_lian,林忆莲,2
liu_qing_yun,刘青云,2
luo_jia_liang,罗嘉良,2
ou_yang_zhen_hua,欧阳震华,2
li_xin_jie,李心洁,2
chen_xiao_xuan,陈孝萱,1
chen_zi_yao,陈自瑶,1
lin_you_jia,林宥嘉,2
lin_zhi_ling,林志玲,2
liu_jia_ling,刘嘉玲,2
liu_xue_hua,刘雪华,2
chen_hui_xian,陈慧娴,2
zhang_zi_xuan,张子萱,1
zhao_han_ying_zi,赵韩樱子,1
zhao_han_xue,赵寒雪,2
zhao_hai_yan,赵海燕,2
yu_hui,于慧,2
ye_yi_yun,叶一云,2
yang_zi_yan,杨紫嫣,1
yu_xiao_hui,于小慧,2
yu_ying_ying,于莹莹,2
xu_yao_xuan,许瑶璇,1
wei_chen_fei,魏辰妃,1
wang_si_ya,王思雅,2
wang_wan_zhong,王婉中,1
wang_yi_jia,王艺嘉,2
wang_yan_su,王妍苏,1
wang_hai_yan,王海燕,2
wang_li_han,王丽涵,2
wang_jing_yun,王靖云,2
wang_yan_zhi,王妍之,1
tong_rui_xin,佟瑞欣,2
tong_yi_xuan,童苡萱,1
tang_jing_jing,汤晶晶,2
tao_hui,陶慧,2
song_wen_jia,宋汶嘉,2
sun_jia_yi,孙嘉一,2
si_ke_hua,司珂华,2
sang_ye_hong,桑叶红,2
song_xiao_ying,宋小莹,2
song_ke_xin,宋珂欣,2
shan_jia_chen,闪嘉晨,2
shao_lu_ya,邵路雅,2
sun_jing_jing,孙晶晶,2
qin_li,秦丽,2
pan_yan_fei,潘彦妃,1
pu_chao_ying,普超英,2
mou_feng_bin,牟凤彬,2
mu_qi_mi_ya,母其弥雅,2
mu_li_yan,穆丽燕,2
meng_li,孟丽,2
mei_han,梅寒,2
liu_zi_yan,刘梓妍,1
li_ruo_jia,李若嘉,2
li_li_hong,李丽虹,2
liu_xi_yuan,刘希媛,1
lv_yan_xin,吕妍昕,1
li_yuan,李媛,1
liu_jie,刘洁,2
liu_min,刘敏,2
li_yi_ling,李依玲,2
liang_jing_jing,梁晶晶,2
liu_min_tao,刘敏涛,2
li_xin_cong,李欣聪,2
liu_xiao_jie,刘晓洁,2
liu_yun_long,柳云龙,2
le_jia,乐嘉,2
liu_yu_xin,刘雨欣,2
liu_yan_xi,刘妍希,1
li_yue_xi,李悦溪,2
li_jia_ming,李嘉明,2
li_chun_yuan,李春媛,1
li_ye_ping,李野萍,2
luo_yun_xi,罗云熙,2
li_feng_xu,李凤绪,2
long_mei_zi,龙梅子,2
ji_chun_hua,计春华,2
jiang_xue,江雪,2
hong_bing_yao,洪冰瑶,1
he_xin,何欣,2
huang_ai_ling,黄爱玲,2
hou_ying_jue,侯璎珏,1
hua_chen_yu,华晨宇,2
han_ying_qun,韩英群,2
he_hua,何花,2
huang_mei_ying,黄梅莹,2
he_tie_hong,何铁红,2
hong_yue,洪悦,2
gao_yun_xiang,高云翔,2
gao_shu_yao,高姝瑶,1
guan_xue_ying,关雪盈,2
gong_yuan,宫媛,1
gong_jie,龚洁,2
gao_lan_cun,高兰村,2
guo_jing_jing,郭晶晶,2
gu_li_ya,顾莉雅,2
gao_li_wen,高丽雯,2
guan_si_hui,关思慧,2
guan_hui_qing,关慧卿,2
gong_fang_min,公方敏,2
fang_hui,方慧,2
fu_yao,付瑶,1
di_li_re_ba,迪丽热巴,2
du_min_he,杜敏赫,2
ding_jia_lan,丁嘉蓝,2
dai_yan_ni,戴燕妮,2
dong_wei_jia,董维嘉,2
ding_xiao_hong,丁晓红,2
ding_zi_ling,丁子玲,2
ding_jia_li,丁嘉丽,2
deng_ying,邓英,2
chen_xiao_xue,陈晓雪,2
chen_xin_yu,陈欣予,2
cao_xi_yue,曹曦月,2
cui_yue,崔月,2
chen_xiu_li,陈秀丽,2
chen_xiao_ping,陈晓萍,2
cheng_yao_yao,程瑶瑶,1
chen_shu,陈姝,1
chi_hua_qiong,池华琼,2
chen_zi_yan,晨梓妍,1
cao_xin_yue,曹馨月,2
chen_yan_fei,陈彦妃,1
cheng_yuan_yuan,程媛媛,1
chen_ting_jia,陈廷嘉,2
cao_yun_jin,曹云金,2
cao_fu_jia,曹芙嘉,2
chen_hong,陈红,2
chen_jie,陈洁,2
cai_zi_fen,蔡紫芬,1
bai_xue_yun,白雪云,2
bai_xue,柏雪,2
an_ya_ping,安雅萍,2
an_yue_xi,安悦溪,2
a_li_ya,阿丽亚,2
du_yun,杜云,2
ding_jian_hua,丁建华,2
deng_yu_hua,邓玉华,2
chang_bao_hua,常宝华,2
bai_yun,白云,2
li_yun_di,李云迪,2
xu_yu_lan,徐玉兰,2
xu_qian_ya,徐千雅,2
yang_ming_na,杨明娜,2
yang_jie,杨洁,2
yang_guang_hua,杨光华,2
yan_hong_jun,颜红君,2
yu_li_hong,于莉红,2
wang_yuan_ke,王媛可,1
yun_duo,云朵,2
zhang_xuan_yan,张萱妍,1
zhou_jiao,周娇,1
zhou_shi_ya,周诗雅,2
zhu_ya_ying,朱亚英,2
zu_li_fei_ya,祖丽菲亚,2
lu_xiu_mei,芦秀梅,2
jiang_wen_li,蒋雯丽,2
si_qin_gao_li,斯琴高丽,2
yan_feng_jiao,闫凤姣,2
ba_ha_gu_li,巴哈古丽,2
hong_dou,红豆,2
li_ya_hong,李亚红,2
yang_li_ping,杨丽萍,2
sun_yue,孙悦,2
yu_yue_xian,于月仙,2
lu_ling,陆玲,2
tong_li_ya,佟丽娅,2
yan_bing_yan,颜丙燕,2
wu_xiu_bo,吴秀波,2
wang_li_kun,王丽坤,2
yan_xue_jing,闫学晶,2
ni_ping,倪萍,2
wu_xiao_min,吴晓敏,2
lv_li_ping,吕丽萍,2
guo_yue,郭月,2
jiang_xin,蒋欣,2
ma_de_hua,马德华,2
wang_li_yun,王丽云,2
tan_mei,谭梅,2
chen_yi_jia,陈一嘉,2
tang_yan,唐嫣,1
li_rui_ying,李瑞英,2
hou_yao_hua,侯耀华,2
wang_ya_jie,王雅捷,2
li_xiao_yun,李霄云,2
li_yuan_xi,李媛希,1
huang_ying,黄英,2
dong_jie,董洁,2
a_lan,阿兰,2
yue_hong,岳红,2
li_xue_jian,李雪健,2
mao_a_min,毛阿敏,2
xu_jiao,徐娇,1
na_ying,那英,2
dong_wen_hua,董文华,2
zhang_shao_hua,张少华,2
lian_shu_mei,练束梅,2
fu_jing,傅晶,2
wang_jing_hua,王菁华,2
mai_hong_mei,买红妹,2
zheng_jia_xin,郑佳欣,2
zhang_kai_li,张凯丽,2
zhao_li_rong,赵丽蓉,2
li_guang_jie,李光洁,2
he_zhong_hua,何中华,2
zhang_jia_yi,张嘉译,2
hu_song_hua,胡松华,2
yue_xiu_qing,岳秀清,2
sun_hong_lei,孙红雷,2
gai_li_li,盖丽丽,2
zhu_hong_jia,朱宏嘉,2
shen_dan_ping,沈丹萍,2
xie_lan,谢兰,2
xu_shao_hua,徐少华,2
tao_hui_min,陶慧敏,2
yuan_hua,原华,2
yang_xue,杨雪,2
yang_shao_hua,杨少华,2
xiao_shu_shen,萧淑慎,1
song_zu_ying,宋祖英,2
wei_xue_man,魏雪漫,2
shi_lan_ya,史兰芽,2
wang_xue_jing,王雪菁,2
zhong_hua,钟华,2
liang_guan_hua,梁冠华,2
liu_chun_yan,刘纯燕,2
wang_li_da,王丽达,2
lv_hui_yi,吕慧仪,2
li_xin_ru,李欣汝,2
ru_ping,茹萍,2
shi_xiao_hong,师小红,2
song_chun_li,宋春丽,2
li_yuan_yuan,李媛媛,1
lin_ping,林萍,2
lv_yan,吕燕,2
ju_xue,剧雪,2
dong_xiao_yan,董晓燕,2
liu_jia_liang,刘嘉亮,2
ji_min_jia,纪敏佳,2
chen_shao_hua,陈少华,2
cha_ke_xin,查可欣,2
chen_jie_li,陈洁丽,2
chen_fei_ping,陈妃平,1
chen_jian_hong,陈坚红,2
he_jing_jing,何晶晶,2
han_zai_fen,韩再芬,1
gan_ping,甘萍,2
dong_fang_wen_ying,东方闻樱,1
tang_jia_li,汤加丽,2
jiang_yi_yan,江一燕,2
ying_zhuang,英壮,2
ai_li_ya,艾丽娅,2
li_wei_jia,李维嘉,2
shi_lan,石兰,2
li_ling_yu,李玲玉,2
huo_si_yan,霍思燕,2
xie_yu_xin,谢雨欣,2
wu_jun_mei,邬君梅,2
ma_yan_li,马艳丽,2
yang_yu_ying,杨钰莹,2
teng_li_ming,滕丽名,2
xue_cun,雪村,2
tao_hong,陶红,2
meng_xin,孟欣,2
ni_hong_jie,倪虹洁,2
sun_hai_ying,孙海英,2
tan_jing,谭晶,2
he_yun_wei,何云伟,2
ju_ping,鞠萍,2
tong_yao,童瑶,1
lu_yan,卢燕,2
huang_ya_li,黄雅莉,2
li_hui_zhen,李慧珍,2
ying_da,英达,2
han_hong,韩红,2
han_xue,韩雪,2
he_jie,何洁,2
zhang_jia_ni,张嘉倪,2
mei_gen_-_fu_ke_si,梅根-福克斯,2
mei_li_er_-_si_te_li_pu,梅丽尔-斯特里普,2
ao_lan_duo_-_bu_lu_mu,奥兰多-布鲁姆,2
yi_li_sha_bai_-_he_li,伊丽莎白-赫利,2
ka_mei_long_-_di_ya_zi,卡梅隆-迪亚兹,2
bu_lan_ni,布兰妮,2
li_min_gao,李敏镐,2
jing_xi_yan,京熙妍,1
pu_shi_yan,朴诗妍,1
jin_ya_zhong,金雅中,2
cui_ru_zhen,崔如珍,2
jin_hui_xiu,金惠秀,2
xiao_ling_li_nai,小岭丽奈,2
pu_yi_zhen,朴艺珍,2
li_shi_ying,李诗英,2
guan_yue_ya_li_sha,观月亚里莎,2
hua_yuan_peng_mei,华原朋美,2
yan_zheng_hua,严正花,2
zhang_zhen_ying,张真英,2
xiao_xue,小雪,2
xu_zhi_ya,徐智雅,2
li_ying_ai,李英爱,2
liu_cheng_xiu,柳承秀,2
song_hui_qiao,宋慧乔,2
li_xiu_man,李秀满,2
sun_tai_ying,孙泰英,2
jin_min_ji,金敏姬,2
han_zhi_hui,韩智慧,2
quan_du_yan,全度妍,1
ze_kao_ying_long_hua,泽尻英龙华,2
zhang_ze_ya_mei,长泽雅美,2
zhang_ying_lan,张英兰,2
jin_xiao_zhen,金孝珍,2
xu_zhi_ying,徐智英,2
li_bao_ying,李宝英,2
he_li_xiu,河莉秀,2
zhang_zi_yan,张紫妍,1
che_yi_lian,车艺莲,2
jin_ming_min,金明敏,2
shen_min_er,申敏儿,2
quan_hui_bin,全慧彬,2
pu_zheng_ya,朴正雅,2
jian_mei_yan,简美妍,1
jin_zhi_ying,金智英,2
jin_shan_ya,金善雅,2
jin_hai_shu,金海淑,1
jin_su_yan,金素妍,1
jin_jun_xiu,金俊秀,2
li_tai_lan,李泰兰,2
yu_cheng_yan,于承妍,1
sun_yi_zhen,孙艺珍,2
li_mei_yan,李美妍,1
shen_hui_zhen,沈惠珍,2
song_yu_shu,宋玉淑,1
li_yao_yuan,李瑶媛,1
li_mei_shu,李美淑,1
pu_shan_ying,朴善英,2
li_fan_xiu,李凡秀,2
jie_ya_ren,堺雅人,2
pu_ming_xiu,朴明秀,2
yang_si_min,杨思敏,2
long_ze_xiu_ming,泷泽秀明,2
ying_jing_xiang,樱井翔,1
xiang_ye_ya_ji,相叶雅纪,2
tian_zhong_li_nai,田中丽奈,2
xi_dao_xiu_jun,西岛秀俊,2
shi_chuan_li_hua,石川梨华,2
shi_hei_ying_xiong,石黑英雄,2
shi_yuan_gui_ya,石原贵雅,2
xia_shao_ya,夏烧雅,2
xiao_ye_li_sha,小野丽莎,2
jin_xiu_jian,金秀兼,2
ao_jing_ya_mei,奥井雅美,2
fen_dao_hua_yin,分岛花音,2
fu_tian_hua_yin,福田花音,2
hei_chuan_zhi_hua,黑川智花,2
fu_shan_ya_zhi,福山雅治,2
wu_teng_lan,武藤兰,2
chi_zhen_xi,池珍熙,2
zhong_dao_mei_jia,中岛美嘉,2
cai_yan,蔡妍,1
han_cai_ying,韩彩英,2
liu_yi_fei,刘亦菲,1
bin_qi_bu,滨崎步,1
ren_xian_qi,任贤齐,1
wang_li_hong,王力宏,1
a_bu_li,阿部力,1
ju_hui_shan,具惠善,1
jin_xi_shan,金喜善,1
jiang_yu_heng,姜育恒,1
jin_cheng_wu,金城武,1
liu_cheng_jun,刘承俊,1
cang_jing_you,苍井优,1
cang_mu_ma_yi,仓木麻衣,1
ban_ben_zhen_ling,坂本真绫,1
pu_zheng_zhu,朴正洙,1
quan_wu_zhong,权五重,1
zhi_tian_yu_er,织田裕二,1
yi_qi_you_dian,伊崎右典,1
xing_tian_lai_wei,幸田来未,1
zhen_tian_guang_zhi,真田广之,1
che_tai_xuan,车太铉,1
xiao_song_wei_bu,小松未步,1
xiang_ma_qian,相马茜,1
cheng_you_li,成宥利,1
xiao_cang_you_zi,小仓优子,1
song_dao_cai_cai_zi,松岛菜菜子,1
teng_yuan_ji_xiang,藤原纪香,1
shui_shu_nai_nai,水树奈奈,1
shi_ye_hao_er,矢野浩二,1
shi_tian_zhang,石田彰,1
shen_tian_gong_zi,深田恭子,1
shang_hu_cai,上户彩,1
shan_tian_liang_jie,山田凉介,1
shan_kou_bai_hui,山口百惠,1
sen_ben_long_tai_lang,森本龙太郎,1
qing_shui_xiang_tai,清水翔太,1
ping_jing_jian,平井坚,1
nei_tian_you_ji,内田有纪,1
ling_mu_ya_mei,铃木亚美,1
ku_bei_zhen_xi,堀北真希,1
jing_shang_he_yan,井上和彦,1
jiang_kou_yang_jie,江口洋介,1
jian_ye_mei_sui,菅野美穗,1
hu_tian_hui_li_xiang,户田惠梨香,1
hou_teng_zhen_xi,后藤真希,1
gui_shu_qian_xun,鬼束千寻,1
guan_zhi_yi,关智一,1
gong_qi_kui,宫崎葵,1
gong_ben_jun_yi,宫本骏一,1
gao_cang_jian,高仓健,1
dao_gu_tong,岛谷瞳,1
da_zhong_ai,大冢爱,1
sheng_tian_dou_zhen,生田斗真,1
jia_hu_ya_yi,加护亚依,1
gu_wu_jing_duo,古屋敬多,1
gang_tian_jiang_sheng,冈田将生,1
he_tian_zheng_ren,和田正人,1
hei_mu_ming_sha,黑木明纱,1
gang_jing_qian_sheng,冈井千圣,1
fu_tian_sha_ji,福田沙纪,1
fu_tian_ma_you_zi,福田麻由子,1
gao_mu_xiong_ye,高木雄也,1
gao_dao_li_zi,高岛礼子,1
gao_qiao_zhi_chun,高桥直纯,1
heng_shan_zhi_zuo,横山智佐,1
de_yong_qian_nai_mei,德永千奈美,1
ji_chuan_guang_bo,及川光博,1
ji_gao_you_li_zi,吉高由里子,1
cun_shang_xin_wu,村上信五,1
cheng_hai_li_zi,成海璃子,1
cheng_gong_kuan_gui,成宫宽贵,1
cao_ye_bo_ji,草野博纪,1
ben_xiang_zou_duo,本乡奏多,1
bei_chuan_jing_zi,北川景子,1
bei_chu_cai_nai,北出菜奈,1
ba_yi_nv_guang,八乙女光,1
an_tian_zhang_da,安田章大,1
an_teng_zheng_xin,安藤政信,1
an_bei_xia_mei,安倍夏美,1
gu_yuan_zhang_jie,谷原章介,1
xiong_mu_xing_li,熊木杏里,1
xiong_jing_you_li_nai,熊井友理奈,1
xin_yuan_jie_yi,新垣结衣,1
xiao_yuan_liang_zi,筱原凉子,1
xiao_ye_jian_dou,小野健斗,1
xiao_tian_he_zheng,小田和正,1
xiao_chu_hui_jie,小出惠介,1
xiao_chi_li_nai,小池里奈,1
xiao_chi_che_ping,小池澈平,1
xiang_jing_li,向井理,1
xiang_chui_you_yu,香椎由宇,1
xia_chuan_chun,夏川纯,1
lai_hu_kang_shi,濑户康史,1
li_shan_qian_ming,栗山千明,1
shou_yue_you_ye,手越佑也,1
shui_chuan_ma_mei,水川麻美,1
shi_yuan_sun_ren,市原隼人,1
shi_chuan_you_yi,市川由衣,1
she_jiang_rang_er,涉江让二,1
she_gu_mao,涉谷昴,1
shang_ye_shu_li,上野树里,1
shang_mu_cai_shi,上木彩矢,1
shi_kou_zhen_li,矢口真里,1
shi_dao_wu_mei,矢岛舞美,1
shi_yuan_li_mei,石原里美,1
xu_teng_mo_ma,须藤茉麻,1
yan_tian_xiao_bai_he,岩田小百合,1
ruo_ye_long_ye,若叶龙也,1
mu_xia_ya_you_mei,木下亚由美,1
qing_shui_zuo_ji,清水佐纪,1
zhong_dao_yu_xiang,中岛裕翔,1
zhong_dao_zao_gui,中岛早贵,1
zhong_ju_zheng_guang,中居正広,1
zhong_xiao_jie,中孝介,1
zhong_ben_gao_shi,冢本高史,1
zuo_teng_hao_shi,佐藤浩市,1
zuo_teng_jian,佐藤健,1
zuo_zuo_mu_xi,佐佐木希,1
jin_zi_sheng,金子升,1
shan_kou_sheng_ping,山口胜平,1
ming_xi,明希,1
jing_jing_kang_jie,鲸井康介,1
nian_chuan_tai_yang,鲇川太阳,1
shen_mu_long_zhi_jie,神木隆之介,1
jian_gu_li_sha_zi,菅谷梨沙子,1
jia_teng_qing_you,加藤庆佑,1
jia_teng_he_shu,加藤和树,1
xi_chuan_gui_jiao,西川贵教,1
wu_shi_lan_sun_shi,五十岚隼士,1
wan_shan_long_ping,丸山隆平,1
wa_zhong_yang_jie,洼冢洋介,1
tu_wu_an_na,土屋安娜,2
tian_zhong_yu_zi,田中裕子,1
tian_cun_zheng_he,田村正和,1
tian_hai_you_xi,天海佑希,1
teng_yuan_long_ye,藤原龙也,1
teng_mu_zhi_ren,藤木直人,1
teng_gang_dian,藤冈靛,1
tang_ze_shou_ming,唐泽寿明,1
song_tian_long_ping,松田龙平,1
song_shan_jian_yi,松山健一,1
song_pu_ya_mi,松浦亚弥,1
song_long_zi,松隆子,1
shui_dao_hong,水岛宏,1
zao_an_shao_nv_zu,早安少女组,1
tian_kou_chun_zhi_jie,田口淳之介,1
sou_hong_tai,薮宏太,1
sen_tian_gang,森田刚,1
zhong_wan_xiong_yi,中丸雄一,1
jiu_zhu_xiao_chun,久住小春,1
san_zhai_jian,三宅健,1
jia_teng_cheng_liang,加藤成亮,1
gang_tian_zhun_yi,冈田准一,1
dao_zhong_sha_you_mei,道重沙由美,1
zhang_ye_bo,长野博,1
ban_ben_chang_xing,坂本昌行,1
xiang_qu_shen_wu,香取慎吾,1
tang_ben_guang_yi,堂本光一,1
tang_ben_gang,堂本刚,1
mu_cun_tuo_zai,木村拓哉,1
jin_hu_liang,锦户亮,1
jin_jing_yi,今井翼,1
gao_qiao_ai,高桥爱,1
da_ye_zhi,大野智,1
song_ben_run,松本润,1
chi_xi_ren,赤西仁,1
xiao_shan_qing_yi_lang,小山庆一郎,1
xi_duo_lang,喜多郎,1
zhen_nei_zhi_ze,阵内智则,1
pu_xi_shun,朴熙顺,1
shan_ben_geng_shi,山本耕史,1
li_hui_cai,李辉才,1
jiu_shi_rang,久石让,1
lao_yuan_you_li,蛯原友里,1
qiu_yuan_wu,萩原舞,1
cui_zhi_you,崔智友,1
liu_jun_xiang,刘俊相,1
li_zhen_xu,李真旭,1
pei_yong_jun,裴勇俊,1
li_bing_xian,李秉宪,1
jin_you_mei,金幽美,1
yi_zhi_yuan,艺智苑,1
di_zhen_yi,堤真一,1
bao_er,宝儿,1
song_yun_er,宋允儿,1
jin_xian_zhu,金贤珠,1
mi_cang_liang_zi,米仓凉子,1
pu_zhi_yin,朴志胤,1
pei_zhong_yu,裴钟玉,1
jiang_shou_yan,姜受延,1
ping_shan_ling,平山绫,1
jiu_jing_mei_ji,酒井美纪,1
pu_zhong_xun,朴重勋,1
ji_chuan_ri_nai,吉川日奈,1
jin_shi_xun,金石勋,1
yuan_shan_jing_zhi_zi,远山景织子,1
xue_jing_qiu,薛景求,1
yi_teng_bu,伊藤步,1
gao_su_rong,高素荣,1
zhong_gu_mei_ji,中谷美纪,1
jin_wen,金玟,1
cui_ming_ji,崔明吉,1
bei_shang_qian_hui_zi,倍赏千惠子,1
li_en_zhou,李恩宙,1
liu_zhi_tai,刘智泰,1
cao_jian_gang,草剪刚,1
zhong_jing_gui_yi,中井贵一,1
dao_sen_quan,稻森泉,1
song_kang_hao,宋康昊,1
cao_cheng_you,曹承佑,1
an_sheng_ji,安圣基,1
xu_min_jing,徐敏静,2
li_yin_zhu,李银珠,1
liu_wu_xing,刘五性,1
jin_bao_jing,金宝京,1
shen_en_qing,申恩庆,1
an_zai_mao,安在懋,1
li_zheng_zai,李政宰,1
pu_hai_zhen,朴海镇,1
zhu_zhi_xun,朱智勋,1
jin_fan,金范,1
fan_dao_ai,饭岛爱,1
ying_tai,瑛太,1
ben_duo_RuRu,本多RuRu,1
cai_lin,蔡琳,2
chai_qi_xing,柴崎幸,1
an_zai_xu,安在旭,1
li_cheng_huan,李承焕,1
jin_li_xu,金厉旭,1
li_dong_hai,李东海,1
zheng_shan_ji,郑善姬,1
pu_xin_hui,朴信惠,1
hou_teng_ma_yi,后藤麻衣,1
dong_fang_shen_qi,东方神起,1
an_qi_xuan,安七炫,1
che_tai_xian,车太贤,1
shen_chang_min,沈昌珉,1
pu_you_tian,朴有天,1
jin_zai_zhong,金在中,1
cui_zhen_shi,崔真实,1
chang_pan_gui_zi,常盘贵子,1
zheng_yun_hao,郑允浩,1
jin_ji_shi,金基石,1
jin_xi_xun,金锡勋,1
jin_zhong_guo,金钟国,1
jin_xing,金星,1
kong_you,孔侑,1
shen_xian_jun,申贤俊,1
zhu_nei_jie_zi,竹内结子,1
xiao_shi_zhe_zai,小室哲哉,1
zhang_na_la,张娜拉,2
zhong_jian_you_ji_hui,仲间由纪惠,1
zhu_ye_nei_feng,竹野内丰,1
zhao_yin_cheng,赵寅成,1
ling_mu_xing,铃木杏,1
yin_en_hui,尹恩惠,1
jin_zheng_en,金正恩,1
pu_you_qian,朴有仟,1
pu_en_hui,朴恩惠,1
pu_long_he,朴龙河,1
pu_zhen_xi,朴真熙,1
song_zhi_xiao,宋智孝,1
song_tian_sheng_zi,松田圣子,1
xuan_xiang,绚香,1
quan_zhi_xian,全智贤,1
zhang_lai_zhi_ye,长濑智也,1
tian_ye_hao_zi,畑野浩子,1
jin_jing_hui_li_zi,今井绘理子,1
jin_nan_zhu,金南珠,1
jin_cheng_you,金承佑,1
xiao_chi_rong_zi,小池荣子,1
shen_yin_he,沈银河,1
you_xiang,优香,1
zai_xi,在熙,1
zhao_han_shan,赵汉善,1
jiang_dong_yuan,姜东元,1
cui_shi_yuan,崔始源,1
li_min_hao,李民浩,1
zhang_gen_xi,张根锡,1
liu_shi_yuan,柳时元,1
li_rui_zhen,李瑞镇,1
zhao_xian_zai,赵显宰,1
jin_shi_hou,金时厚,1
jin_xian_zhong,金贤重,1
li_dong_jian,李东健,1
xiang_ye_hong_shu,相叶弘树,1
tian_zhong_qian_hui,田中千绘,1
jin_sheng_zhu,金声洙,1
Rain,Rain,1
zhu_zhen_mo,朱镇模,1
zhong_cun_shi_tong,中村狮童,1
